Tanggal Rilis,Judul,Deskripsi,Link,Timestamp
2022-09-16 18:43:00,10 Perusahaan Game RI Unjuk Gigi di Tokyo Game Show 2022,"Pameran game terbesar di dunia, Tokyo Game Show 2022, resmi dihelat. Ada sepuluh perwakilan Indonesia yang sudah mendarat di Jepang.",https://inet.detik.com/games-news/d-6295330/10-perusahaan-game-ri-unjuk-gigi-di-tokyo-game-show-2022,2025-03-12 09:42:03
2022-08-24 20:19:00,13 Developer Game Lokal Siap Unjuk Gigi di Gamescom 2022 Jerman,"Salah satu pameran dagang game terkemuka di dunia, yakni Gamescom 2022, akan segera dimulai. Berikut 13 developer game lokal yang mewakili Indonesia.",https://inet.detik.com/games-news/d-6252211/13-developer-game-lokal-siap-unjuk-gigi-di-gamescom-2022-jerman,2025-03-12 09:42:03
2022-08-17 16:30:00,10 Game Android Karya Anak Bangsa yang Keren Banget,"Jelasng Hari Kemerdekaan Indonesia, ada baiknya detikers menjajal game Android buatan Indonesia yang keren ini. Yuk, simak penjelasan singkatnya berikut ini.",https://inet.detik.com/games-features/d-6239616/10-game-android-karya-anak-bangsa-yang-keren-banget,2025-03-12 09:42:03
2022-07-28 14:45:00,Game Lokal Troublemaker Rilis Demo di Steam,"Game lokal besutan Gamecom Team bertajuk Troublemaker, secara resmi meluncurkan demo di Steam. Gamer di Tanah Air, bisa menikmatinya secara gratis.",https://inet.detik.com/games-news/d-6203515/game-lokal-troublemaker-rilis-demo-di-steam,2025-03-12 09:42:03
2022-07-17 18:58:00,Belajar Bahasa Inggris Jadi Seru di Game Lokal Grammarian Ltd,"Algorocks dan Simpleton, developer asal kota Malang, mengembangkan game seru yang mengedukasi, berjudul Grammarian Ltd. Belajar grammar jadi menyenangkan.",https://inet.detik.com/games-news/d-6183945/belajar-bahasa-inggris-jadi-seru-di-game-lokal-grammarian-ltd,2025-03-12 09:42:03
2022-07-14 11:10:00,"Game Lokal Parakacuk Ganti Nama Jadi Troublemaker, Ini Alasannya","Gamecom Team, developer yang berbasis di Indonesia, baru saja mengumumkan, bahwa game garapannya yakni Parakacuk, telah ganti nama. Ini dia alasannya.",https://inet.detik.com/games-news/d-6178450/game-lokal-parakacuk-ganti-nama-jadi-troublemaker-ini-alasannya,2025-03-12 09:42:10
2022-07-10 10:50:00,Developer Lokal Agate Gandeng Publisher Game Milik Telkomsel-GoTo,"Agate, developer game lokal ternama, menjalin kerja sama dengan Majamojo, joint venture (JV) besutan Telkomsel dan GoTo. Apa saja yang akan mereka lakukan?",https://inet.detik.com/games-news/d-6171660/developer-lokal-agate-gandeng-publisher-game-milik-telkomsel-goto,2025-03-12 09:42:10
2022-06-12 11:45:00,Game Indonesia Parakacuk: Rise Your Gang akan Dirilis Publisher Amerika,"Gamecom Team, developer Indonesia, mengumumkan publisher yang akan meluncurkan game garapannya Parakacuk: Rise Your Gang, yakni Freedom Games.",https://inet.detik.com/games-news/d-6122972/game-indonesia-parakacuk-rise-your-gang-akan-dirilis-publisher-amerika,2025-03-12 09:42:10
2022-04-05 10:45:00,Game Lokal Ini Sabet Pendanaan dan Mentoring Toge Productions,"Toge Productions, developer dan publisher game Indonesia, mengumumkan pengembang pertama yang dapat Toge Game Fund Initiative (TGFI). Siapa kira-kira?",https://inet.detik.com/games-news/d-6016929/game-lokal-ini-sabet-pendanaan-dan-mentoring-toge-productions,2025-03-12 09:42:10
2022-03-27 17:00:00,Toge Productions Ungkap Trailer Baru Game A Space for the Unbound,"Toge Productions, developer game Indonesia, akhirnya membeberkan trailer baru dari A Space for the Unbound. Termasuk judul lainnya, yaitu Vanaris Tactics.",https://inet.detik.com/games-news/d-6003164/toge-productions-ungkap-trailer-baru-game-a-space-for-the-unbound,2025-03-12 09:42:10
2022-03-16 11:55:00,"Game Indonesia When the Past Was Around, Rilis di Android dan iOS","Apakah detikers bingung memilih game mobile yang seru sekaligus mengikis hati? Mungkin game Indonesia, When the Past Was Around ini cocok untuk kalian.",https://inet.detik.com/games-news/d-5985616/game-indonesia-when-the-past-was-around-rilis-di-android-dan-ios,2025-03-12 09:42:10
2022-03-02 21:45:00,Toge Productions Akuisisi Tahoe Game Senilai Rp 4 Miliar,"Toge Productions mengumumkan akuisisinya terhadap Tahoe Games, pengembang independen berbasis di Kediri. Pembelian ini menelan biaya sekitar Rp 4 miliar.",https://inet.detik.com/business/d-5966032/toge-productions-akuisisi-tahoe-game-senilai-rp-4-miliar,2025-03-12 09:42:10
2022-02-22 18:35:00,"Game RI Dinasti Garuda Rilis di Android, Bawa Sejarah Bangsa","Nusantara Interactive Studio, developer game Tanah Air, merilis judul terbaru mereka bertajuk Dinasti Garuda. Di mana membawa kisah sejarah bangsa Indonesia.",https://inet.detik.com/games-news/d-5954105/game-ri-dinasti-garuda-rilis-di-android-bawa-sejarah-bangsa,2025-03-12 09:42:10
2022-02-06 14:15:00,Game Indonesia 'Hello Goodboy' Segera Rilis di Steam,"Salah satu developer game Indonesia, yakni Rolling Glory Jam, akan merilis judul terbarunya, Hello Goodboy. Siap meluncur ke PC melalui Steam, pada tahun 2022.",https://inet.detik.com/games-news/d-5930262/game-indonesia-hello-goodboy-segera-rilis-di-steam,2025-03-12 09:42:10
2022-01-19 17:31:00,Toge Productions Kasih Diskon Game Hingga 90% di Steam,"Toge Productions, developer game Indonesia, Ulang Tahun ke-13. Mereka telah menyuguhkan kabar gembira untuk para gamer PC, dengan diskon hingga 90% di Steam.",https://inet.detik.com/games-news/d-5905335/toge-productions-kasih-diskon-game-hingga-90-di-steam,2025-03-12 09:42:10
2021-12-17 10:45:00,Game Indonesia Lokapala: Saga of The Six Realms Rilis di iOS,"Lokapala game Multiplayer Online Battle Arena garapan pengembang Indonesia, resmi rilis di iOS. Para penggemar dapat mengunduhnya di App Store secara gratis.",https://inet.detik.com/games-news/d-5858954/game-indonesia-lokapala-saga-of-the-six-realms-rilis-di-ios,2025-03-12 09:42:15
2021-12-16 18:30:00,6 Game yang Terima Pendanaan dari Toge Game Fund Initiative,"Developer game Indonesia, Toge Productions telah mengumumkan daftar game yang berhak menerima program pendanaan, bertajuk Toge Game Fund Initiative (TGFI).",https://inet.detik.com/games-news/d-5858052/6-game-yang-terima-pendanaan-dari-toge-game-fund-initiative,2025-03-12 09:42:15
2021-12-01 12:15:00,Indonesia Jadi Pasar Game Terbesar di Asia Tenggara & ke-17 Dunia,"Industri game di Indonesia mengalami peningkatan yang signifikan sejak tahun 2016 - 2020 dan mampu meraup pendapatan sekitar Rp 15,7 triliun.",https://inet.detik.com/games-news/d-5835260/indonesia-jadi-pasar-game-terbesar-di-asia-tenggara-ke-17-dunia,2025-03-12 09:42:15
2021-11-25 19:03:00,"Sabet Penghargaan di SEA Game Awards 2021, Ini Target Toge Production","Developer game asal Indonesia, berhasil memborong penghargaan di SEA Game Awards 2021. Salah satunya Toge Productions dengan game mereka, Coffee Talk.",https://inet.detik.com/games-news/d-5827348/sabet-penghargaan-di-sea-game-awards-2021-ini-target-toge-production,2025-03-12 09:42:15
2021-10-29 20:12:00,Game Asal RI Parakacuk Rilis Soundtrack 'The Truth',Gamecom Team Studio mengembangkan game Parakacuk yang rencananya rilis tahun 2022. Mereka telah membagikan soundtrack original berjudul The Truth.,https://inet.detik.com/games-news/d-5788699/game-asal-ri-parakacuk-rilis-soundtrack-the-truth,2025-03-12 09:42:15
2021-10-07 19:30:00,Game Mobile RI Soal Kesehatan Mental Rilis di Google Play Store,"Menggapai Matahari, game mobile yang dikembangkan developer lokal, Eternal Dream Studio dan Niji Games telah rilis. Pemain bisa dowload di Google Play Store.",https://inet.detik.com/games-news/d-5757268/game-mobile-ri-soal-kesehatan-mental-rilis-di-google-play-store,2025-03-12 09:42:15
2021-10-06 20:32:00,"Menggapai Matahari, Game Mobile RI yang Siap Rilis 7 Oktober 2021","Eternal Dream Studio bersama Niji Games, menghadirkan game mobile berjudul Menggapai Matahari. Bercerita tentang kesehatan mental dan rilis 7 Oktober 2021.",https://inet.detik.com/games-news/d-5755980/menggapai-matahari-game-mobile-ri-yang-siap-rilis-7-oktober-2021,2025-03-12 09:42:15
2021-10-03 14:10:00,19 Developer Game RI Unjuk Gigi di Tokyo Game Show 2021,"Game buatan Indonesia siap berkompetisi di pentas dunia, melalui Tokyo Game Show 2021. Berikut daftar develoepr yang ikut berpartisipasi.",https://inet.detik.com/fotoinet/d-5750897/19-developer-game-ri-unjuk-gigi-di-tokyo-game-show-2021,2025-03-12 09:42:15
2021-09-30 13:12:00,Daftar Developer Game RI yang Siap Unjuk Gigi di Tokyo Game Show 2021,"Game buatan Indonesia, siap unjuk gigi di pentas dunia, melalui Tokyo Game Show (TGS) 2021. Sebanyak 19 partisipan siap berkontribusi mewakili Indonesia.",https://inet.detik.com/games-news/d-5746645/daftar-developer-game-ri-yang-siap-unjuk-gigi-di-tokyo-game-show-2021,2025-03-12 09:42:15
2021-09-30 10:44:00,Kemenparekraf Dukung Game Developer RI Mendunia di Tokyo Game Show 2021,"Kementerian Pariwisata dan Ekonomi Kreatif (Kemenparekraf), dukung developer RI di event Tokyo Game Show (TGS) 2021. Mendorong game lokal go internasional.",https://inet.detik.com/games-news/d-5746485/kemenparekraf-dukung-game-developer-ri-mendunia-di-tokyo-game-show-2021,2025-03-12 09:42:15
2021-09-23 07:45:00,"Project Unseek, Game Online RI dengan Gameplay yang Menegangkan","Project Unseek, menjadi game online multiplayer terbaru, garapan developer asal Indonesia, Arsanesia. Mengusung konsep heed and seek, dengan nuansa horor.",https://inet.detik.com/games-news/d-5736085/project-unseek-game-online-ri-dengan-gameplay-yang-menegangkan,2025-03-12 09:42:20
2021-09-07 11:49:00,"Game RI Coffee Talk, Segera Hadirkan Sekuelnya di Steam","Toge Production, selaku developer Coffee Talk, mengumumkan sekuel terbaru dari game mereka berjudul Coffee Talk Episode 2: Hibiscus & Butterfly.",https://inet.detik.com/games-news/d-5712973/game-ri-coffee-talk-segera-hadirkan-sekuelnya-di-steam,2025-03-12 09:42:20
2021-08-26 21:42:00,"Developer RI Bikin Game Adventure RPG, Bisa Saingi Genshin?","Game developer Indonesia, Ozysoft, bikin game adventure RPG terbaru bertajuk Project Buramato, setelah sukses dengan Pulang Insanity Director's Cut.",https://inet.detik.com/games-news/d-5697982/developer-ri-bikin-game-adventure-rpg-bisa-saingi-genshin,2025-03-12 09:42:20
2021-08-12 21:03:00,"4 Game Horor RI Siap Menemani Malam Jumat Kamu, Berani Coba?","Berikut 4 game horor buatan Indonesia, yang sangat seram dan cocok menemani malam Jumat kalian. Berani Coba detikers? Jangan lupa minta temenin ya mainnya.",https://inet.detik.com/games-news/d-5679814/4-game-horor-ri-siap-menemani-malam-jumat-kamu-berani-coba,2025-03-12 09:42:20
2021-08-09 21:20:00,Ini Dia Aneka Game Lokal Pemenang Game Prime Award 2021,"Baparekraf Game Prime 2021, ajang apresiasi kepada developer lokal berprestasi, telah selesai dihelat. Berikut ini daftar pemenang Game Prime Awards 2021:",https://inet.detik.com/games-news/d-5676128/ini-dia-aneka-game-lokal-pemenang-game-prime-award-2021,2025-03-12 09:42:20
2021-08-08 14:00:00,"5 Game Android Buatan Indonesia, Wajib Banget Dicoba","Siapa bilang tren game mobile, hanya dimiliki oleh developer internasional. Masih banyak pengembang game Indonesia, yang ikut berkontribusi di Industri ini.",https://inet.detik.com/games-news/d-5674449/5-game-android-buatan-indonesia-wajib-banget-dicoba,2025-03-12 09:42:20
2021-08-08 10:04:00,"Hari Game Indonesia, Saatnya Dukung Game Lokal!","Asosiasi Game Indonesia (AGI), mencanangkan Hari Game Indonesia (HARGAI) pada tanggal 8 Agustus, sebagai bentuk nyata dukungan kepada game buatan developer RI.",https://inet.detik.com/games-news/d-5674199/hari-game-indonesia-saatnya-dukung-game-lokal,2025-03-12 09:42:20
2021-08-08 07:08:00,5 Game PC Buatan Indonesia dengan Gameplay Menarik,Begitu banyak game pc buatan Indonesia yang memiliki gameplay menarik. Berikut 5 game PC buatan developer lokal. Kamu wajib coba!,https://inet.detik.com/games-news/d-5674109/5-game-pc-buatan-indonesia-dengan-gameplay-menarik,2025-03-12 09:42:20
2021-06-27 12:09:00,"Harga Diskon, Buru Game Indonesia Babol The Walking Box di Steam!","Babol The Walking Box, game buatan developer asal Indonesia yakni Gamecom Team Studio, resmi rilis di steam. Harga yang ditawarkan sangat murah hanya Rp 39.749.",https://inet.detik.com/games-news/d-5621745/harga-diskon-buru-game-indonesia-babol-the-walking-box-di-steam,2025-03-12 09:42:20
2021-06-15 11:48:00,4 Cara Memajukan Industri Game di Indonesia,"Asosiasi Game Indonesia, telah banyak memberikan banyak dukungan untuk perkembangan Industri Game di Indonesia. Kira-kira apa saja yang sudah mereka lakukan ya?",https://inet.detik.com/games-news/d-5606202/4-cara-memajukan-industri-game-di-indonesia,2025-03-12 09:42:20
2021-06-08 11:44:00,Spek PC yang Dibutuhkan Untuk Bermain Game Indonesia Anuchard,"Game Indonesia dari StellarNull siap tampil di pameran game akbar, E3 2021. Mereka akan tampil di segmen yang dibawakan publisher game indie, Freedom Games.",https://inet.detik.com/games-news/d-5597511/spek-pc-yang-dibutuhkan-untuk-bermain-game-indonesia-anuchard,2025-03-12 09:42:24
2021-06-07 22:11:00,Game Indonesia Anuchard Unjuk Gigi di Event Game Terbesar E3 2021,"Beberapa hari lagi event game terbesar di dunia, E3 2021 akan diselenggarakan. Menariknya, ada game Indonesia, Anuchard, yang berpartisipasi di E3 2021.",https://inet.detik.com/games-news/d-5597113/game-indonesia-anuchard-unjuk-gigi-di-event-game-terbesar-e3-2021,2025-03-12 09:42:24
2021-06-02 15:40:00,Game Indonesia Babol The Walking Box Rilis Demo di Steam,"Game Babol The Walking Box, buatan developer Indonesia, Gamecom Team Studio, merilis demo di Steam. Demo tersedia hingga peluncuran resminya 26 Juni 2021.",https://inet.detik.com/games-news/d-5590840/game-indonesia-babol-the-walking-box-rilis-demo-di-steam,2025-03-12 09:42:24
2021-05-23 14:02:00,Mantan Presiden Sony Ikut Promosikan Game Indonesia Rising Hell,"Mantan Presiden Sony, Shuhei Yoshida, ikut mempromosikan game buatan Indonesia. Ia mendukung game buatan Indonesia, Rising Hell melalui postingan di Twitter.",https://inet.detik.com/games-news/d-5579402/mantan-presiden-sony-ikut-promosikan-game-indonesia-rising-hell,2025-03-12 09:42:25
2021-05-12 21:45:00,Game Buatan Indonesia Rising Hell Umumkan Tanggal Rilisnya,"Rising Hell, game buatan developer Indonesia umumkan tanggal perilisan resminya. Game ini akan hadir di berbagai platform konsol dan PC pada waktu berbeda.",https://inet.detik.com/games-news/d-5567950/game-buatan-indonesia-rising-hell-umumkan-tanggal-rilisnya,2025-03-12 09:42:25
2021-05-06 07:45:00,Game Indonesia A Day Without Me Bakal Hadir di PS5 dan Xbox Series X,"Developer game Indonesia, Gamecom Team Studio, siap rilis game di PS5 & Xbox Series X. Game berjudul A Day Without Me ini hadir di konsol Next-Gen tahun 2021.",https://inet.detik.com/games-news/d-5559687/game-indonesia-a-day-without-me-bakal-hadir-di-ps5-dan-xbox-series-x,2025-03-12 09:42:25
2025-02-12 14:40:00,"Blockchain hingga Kripto Terus Berkembang di RI, Ini Tantangannya",Teknologi blockchain dan Web3 berkembang pesat di Indonesia.,https://finance.detik.com/fintech/d-7775315/blockchain-hingga-kripto-terus-berkembang-di-ri-ini-tantangannya,2025-03-12 09:46:21
2025-01-23 16:00:00,"KPPU Denda Google Rp 202,5 M, Ini Tanggapan Developer","KPPU memberikan sanksi denda ke Google LLC sebesar Rp 202,5 miliar, terkait dugaan monopoli pada sistem pembayaran platformnya. Ini tanggapan developer lokal.",https://inet.detik.com/games-news/d-7746405/kppu-denda-google-rp-202-5-m-ini-tanggapan-developer,2025-03-12 09:46:21
2024-12-06 20:05:00,Kemenkraf Yakin Kualitas Game Lokal Tak Kalah dari Luar Negeri,Kemenkraf memastikan kualitas game lokal tidak kalah saing dengan karya developer luar. Gamer diminta untuk membuktikannya di Indonesia Game Festival 2024.,https://inet.detik.com/games-news/d-7674645/kemenkraf-yakin-kualitas-game-lokal-tak-kalah-dari-luar-negeri,2025-03-12 09:46:21
2024-03-18 14:17:00,Menyala Adikku! Bocah Lampung Kelas 6 SD Bikin Game Android,Seorang siswi kelas enam SD bikin game Android. Game berjudul Jelajah Lampung Berjaya dan Lorong Toleransi Pancasila tersebut sudah bisa diunduh di Play Store.,https://inet.detik.com/games-news/d-7247777/menyala-adikku-bocah-lampung-kelas-6-sd-bikin-game-android,2025-03-12 09:46:21
2024-02-23 21:45:00,Pemerintah Targetkan Raih Dana Pengembangan Game Lokal Rp 600 Miliar,"Pemerintah akan membuka akses pembiayaan dan permodalanuntuk mengembangkan industri game Indonesia, seperti target yang tertuang di Perpres Nomor 19 Tahun 2024.",https://inet.detik.com/games-news/d-7208540/pemerintah-targetkan-raih-dana-pengembangan-game-lokal-rp-600-miliar,2025-03-12 09:46:21
2023-10-18 20:45:00,Perhatian Untuk Developer Muda! Garena Boyong Kompetisi Bikin Game,Garena punya lomba menarik buat developer muda di Indonesia. Mereka menghadirkan kompetisi bikin game di acara Garena Game Jam 2023.,https://inet.detik.com/games-news/d-6988649/perhatian-untuk-developer-muda-garena-boyong-kompetisi-bikin-game,2025-03-12 09:46:21
2023-10-10 19:09:00,"Whisper Mountain Outbreak, Game Lokal Mirip Resident Evil","Toge Productions, developer game Indonesia, punya karya baru. Diberi judul Whisper Mountain Outbreak, katanya game ini terinspirasi dari Resident Evil Outbreak.",https://inet.detik.com/games-news/d-6975093/whisper-mountain-outbreak-game-lokal-mirip-resident-evil,2025-03-12 09:46:21
2023-10-04 20:46:00,Keren! 3 Game Lokal Sabet Penghargaan SEA Game Awards 2023,"Ajang penghargaan video game se-Asia Tenggara yang digelar Level Up KL resmi berakhir. Di sini ada tiga karya anak bangsa, sukses menyabet total empat gelar.",https://inet.detik.com/games-news/d-6965216/keren-3-game-lokal-sabet-penghargaan-sea-game-awards-2023,2025-03-12 09:46:21
2023-09-13 20:55:00,"Listrik Hidrogen Hingga Alga Pembersih Udara, Inovasi Keren Buatan Anak SMA!",Target dari program Samsung Solve for Tomorrow adalah siswa SMA dari seluruh Indonesia. Berbagai ide dan inovasi yang muncul dari ajang ini keren-keren loh!,https://inet.detik.com/cyberlife/d-6929760/listrik-hidrogen-hingga-alga-pembersih-udara-inovasi-keren-buatan-anak-sma,2025-03-12 09:46:21
2023-09-05 20:46:00,Game Lokal Faerie Afterlight Rilis di Steam dan Nintendo Switch,"Satu lagi developer game lokal yang unjuk gigi, yakni Clay Game Studio. Mereka bakal merilis karyanya berjudul Faerie Afterlight di Steam dan Nintendo Switch.",https://inet.detik.com/games-news/d-6914062/game-lokal-faerie-afterlight-rilis-di-steam-dan-nintendo-switch,2025-03-12 09:46:21
2023-06-23 07:15:00,"Ditopang Google Play hingga Developer Lokal, Ekonomi Digital RI Bisa Capai Rp 2.037 T",Diperkirakan ekonomi digital Indonesia mencapai nilai Gross Merchandise Value (GMV) sebesar Rp 2.037 triliun di 2025.,https://finance.detik.com/berita-ekonomi-bisnis/d-6787774/ditopang-google-play-hingga-developer-lokal-ekonomi-digital-ri-bisa-capai-rp-2-037-t,2025-03-12 09:46:26
2022-10-24 19:20:00,Industri Game Indonesia Diperkirakan Raup Rp 35 triliun di 2022,"Gelombang eksistensi industri game semakin menggila. Diperkirakan pendapatan dari hiburan ini, bisa mencapai puluhan triliun pada tahun 2022 di Indonesia.",https://inet.detik.com/games-news/d-6366174/industri-game-indonesia-diperkirakan-raup-rp-35-triliun-di-2022,2025-03-12 09:46:26
2022-09-20 11:18:00,Studio Game RI Jajal Peluang Investor di Tokyo Game Show 2022,Gelaran Tokyo Game Show 2022 telah berakhir. 10 Perusahaan game Indonesia ikut serta. Banyak calon rekanan bisnis yang mengajak bertemu selama ajang di sana.,https://inet.detik.com/games-news/d-6301534/studio-game-ri-jajal-peluang-investor-di-tokyo-game-show-2022,2025-03-12 09:46:26
2022-08-24 20:19:00,13 Developer Game Lokal Siap Unjuk Gigi di Gamescom 2022 Jerman,"Salah satu pameran dagang game terkemuka di dunia, yakni Gamescom 2022, akan segera dimulai. Berikut 13 developer game lokal yang mewakili Indonesia.",https://inet.detik.com/games-news/d-6252211/13-developer-game-lokal-siap-unjuk-gigi-di-gamescom-2022-jerman,2025-03-12 09:46:26
2022-08-17 16:30:00,10 Game Android Karya Anak Bangsa yang Keren Banget,"Jelasng Hari Kemerdekaan Indonesia, ada baiknya detikers menjajal game Android buatan Indonesia yang keren ini. Yuk, simak penjelasan singkatnya berikut ini.",https://inet.detik.com/games-features/d-6239616/10-game-android-karya-anak-bangsa-yang-keren-banget,2025-03-12 09:46:26
2022-08-10 18:15:00,"Epic Games Tak Lagi Diblokir Kominfo, Developer Masih Skeptis","Kabar gembira untuk para gamer dan developer game di Tanah Air, Epic Games sudah daftar PSE Lingkup Privat. Raksasa video game ini tak lagi diblokir Kominfo.",https://inet.detik.com/games-news/d-6227479/epic-games-tak-lagi-diblokir-kominfo-developer-masih-skeptis,2025-03-12 09:46:26
2022-08-06 19:12:00,Game Baru Toge Productions Resmi Rilis di Steam dan GOG,"Toge Productions, developer dan publisher game indie asal Indonesia, resmi meluncurkan permainan terbaru mereka berjudul Vanaris Tactics di Steam dan GOG.",https://inet.detik.com/games-news/d-6220155/game-baru-toge-productions-resmi-rilis-di-steam-dan-gog,2025-03-12 09:46:26
2022-07-17 18:58:00,Belajar Bahasa Inggris Jadi Seru di Game Lokal Grammarian Ltd,"Algorocks dan Simpleton, developer asal kota Malang, mengembangkan game seru yang mengedukasi, berjudul Grammarian Ltd. Belajar grammar jadi menyenangkan.",https://inet.detik.com/games-news/d-6183945/belajar-bahasa-inggris-jadi-seru-di-game-lokal-grammarian-ltd,2025-03-12 09:46:26
2022-07-14 11:10:00,"Game Lokal Parakacuk Ganti Nama Jadi Troublemaker, Ini Alasannya","Gamecom Team, developer yang berbasis di Indonesia, baru saja mengumumkan, bahwa game garapannya yakni Parakacuk, telah ganti nama. Ini dia alasannya.",https://inet.detik.com/games-news/d-6178450/game-lokal-parakacuk-ganti-nama-jadi-troublemaker-ini-alasannya,2025-03-12 09:46:26
2022-04-05 10:45:00,Game Lokal Ini Sabet Pendanaan dan Mentoring Toge Productions,"Toge Productions, developer dan publisher game Indonesia, mengumumkan pengembang pertama yang dapat Toge Game Fund Initiative (TGFI). Siapa kira-kira?",https://inet.detik.com/games-news/d-6016929/game-lokal-ini-sabet-pendanaan-dan-mentoring-toge-productions,2025-03-12 09:46:26
2021-08-09 21:20:00,Ini Dia Aneka Game Lokal Pemenang Game Prime Award 2021,"Baparekraf Game Prime 2021, ajang apresiasi kepada developer lokal berprestasi, telah selesai dihelat. Berikut ini daftar pemenang Game Prime Awards 2021:",https://inet.detik.com/games-news/d-5676128/ini-dia-aneka-game-lokal-pemenang-game-prime-award-2021,2025-03-12 09:46:33
2021-07-31 15:20:00,Spek PC yang Dibutuhkan Agar Bisa Main Escape from Naraka,"Escape from Naraka, game besutan, Xelo Games, akhirnya berlabuh ke PC hari ini, 30 Juli 2021 dan menyusul rilis di PS4, PS5, Xbox dan Nintendo Switch.",https://inet.detik.com/games-news/d-5664205/spek-pc-yang-dibutuhkan-agar-bisa-main-escape-from-naraka,2025-03-12 09:46:33
2021-07-30 16:35:00,"Game RI Escape From Naraka Rilis di Steam, Harga Murah Banget!","Xelo Games, developer asal Yogyakarta, mengumumkan game besutannya, Escape From Naraka, resmi rilis di Steam. Pemain bisa membeli dengan harga promo Rp 40.500.",https://inet.detik.com/games-news/d-5663218/game-ri-escape-from-naraka-rilis-di-steam-harga-murah-banget,2025-03-12 09:46:33
2021-03-15 21:45:00,"Silakan Daftar, Ada Beasiswa Buat yang Mau Jadi Back-end Developer",Back-end developer banyak dicari bermacam perusahaan saat ini. Sedang terpikir menjadi back-end developer? Ada beasiswa buat persiapan kalian.,https://inet.detik.com/cyberlife/d-5494693/silakan-daftar-ada-beasiswa-buat-yang-mau-jadi-back-end-developer,2025-03-12 09:46:33
2020-07-13 22:36:00,Mahasiswa Surabaya Bikin Kacamata Canggih untuk Teman Tuli,Sebuah pengalaman tak biasa yang dirasakan langsung oleh Alan membuatnya terpikir membuat alat komunikasi terintegrasi untuk teman tuli.,https://inet.detik.com/cyberlife/d-5091817/mahasiswa-surabaya-bikin-kacamata-canggih-untuk-teman-tuli,2025-03-12 09:46:33
2020-07-03 17:40:00,Pandemi COVID-19 Paksa Hajatan Developer Se-Indonesia Digelar Online,Pembatasan sosial karena pandemi COVID-19 yang masih berlangsung turut memaksa hajatan developer se-Indonesia digelar secara online.,https://inet.detik.com/cyberlife/d-5078797/pandemi-covid-19-paksa-hajatan-developer-se-indonesia-digelar-online,2025-03-12 09:46:33
2020-06-16 19:21:00,Facebook Ingin Gandeng Developer Lokal di Indonesia Timur,Facebook Developer Circles di Indonesia telah memiliki 26.000 anggota. Facebook pun ingin menggaet lebih banyak developer lokal di Indonesia timur.,https://inet.detik.com/cyberlife/d-5056191/facebook-ingin-gandeng-developer-lokal-di-indonesia-timur,2025-03-12 09:46:33
2020-06-16 15:43:00,Developer Lokal Binaan Facebook Siapkan Aplikasi untuk New Normal,Developer lokal binaan Facebook yang tergabung dalam Developer Circles berniat bikin aplikasi untuk sambut new normal. Seperti apa rencana mereka?,https://inet.detik.com/cyberlife/d-5055752/developer-lokal-binaan-facebook-siapkan-aplikasi-untuk-new-normal,2025-03-12 09:46:33
2020-05-10 17:00:00,"Beda Cara, Developer Asal Kediri Ini Giat Bangun Desa","Saifulloh Azhar (28 tahun) punya visi mewujudkan desa pintar lewat teknologi. Nian, begitu sapaannya, memilih jalan berbeda untuk memajukannya desanya.",https://inet.detik.com/cyberlife/d-5009233/beda-cara-developer-asal-kediri-ini-giat-bangun-desa,2025-03-12 09:46:33
2020-03-14 20:12:00,"Buat Kamu yang Mau Jadi Developer Aplikasi, Ada Beasiswa Nih!","Di tengah merebaknya wabah COVID-19 di Indonesia, Dicoding ingin memberi semangat agar para developer aplikasi lokal tetap produktif lewat program beasiswa.",https://inet.detik.com/cyberlife/d-4939301/buat-kamu-yang-mau-jadi-developer-aplikasi-ada-beasiswa-nih,2025-03-12 09:46:33
2020-02-11 14:15:00,Guru SMK di Nganjuk Berusaha Bikin Siswanya Cinta Ngoding,"Tuntutan kompetensi pendidik di era digital sangat tinggi. Hal ini jadi tantangan tersendiri bagi seorang guru muda di Nganjuk, Jawa Timur.",https://inet.detik.com/cyberlife/d-4894591/guru-smk-di-nganjuk-berusaha-bikin-siswanya-cinta-i-ngoding-i,2025-03-12 09:46:38
2020-01-15 06:06:00,Cerita Lulusan Apple Academy yang Ciptakan Aplikasi untuk Tuna Rungu,Sebanyak 194 siswa Apple Developer Academy merayakan kelulusannya setelah proses pelatihan selama 10 bulan. Pelatihan apa saja sih yang mereka terima?,https://inet.detik.com/cyberlife/d-4859307/cerita-lulusan-apple-academy-yang-ciptakan-aplikasi-untuk-tuna-rungu,2025-03-12 09:46:38
2019-07-22 12:54:00,Passion Menggebu Arek Suroboyo 12 Tahun Jadi Developer Game,Alvin Gunawan Susanto memang baru 12 tahun. Tapi developer cilik asal Surabaya ini punya passion menggebu dalam membuat game.,https://inet.detik.com/games-news/d-4634318/passion-menggebu-arek-suroboyo-12-tahun-jadi-developer-game,2025-03-12 09:46:38
2019-05-29 04:32:00,"Hi App, Aplikasi Lokal yang Ingin Jadikan WhatsApp Rival","Ketika pemerintah membatasi akses WhatsApp beberapa waktu lalu, di antara aplikasi chatting alternatif yang muncul, ada aplikasi buatan lokal yang cukup viral.",https://inet.detik.com/mobile-apps/d-4568929/hi-app-aplikasi-lokal-yang-ingin-jadikan-whatsapp-rival,2025-03-12 09:46:38
